source_id,title,domain,provider,source_url,rights_tier,access_tier,priority
prog_scala_core,Scala Official Documentation,programming_scala,Scala Center,https://docs.scala-lang.org/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_elixir_core,Elixir Official Documentation,programming_elixir,Elixir,https://hexdocs.pm/elixir/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_elixir_phoenix,Phoenix Framework Official Documentation,programming_elixir,Phoenix,https://hexdocs.pm/phoenix/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P2
prog_erlang_core,Erlang OTP Official Documentation,programming_erlang,Erlang OTP,https://www.erlang.org/doc/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_clojure_core,Clojure Official Reference,programming_clojure,Clojure,https://clojure.org/reference/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_julia_core,Julia Official Documentation,programming_julia,Julia Project,https://docs.julialang.org/en/v1/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_r_core,R Official Manuals,programming_r,R Project,https://cran.r-project.org/doc/manuals/r-release/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_lua_core,Lua 5.4 Reference Manual,programming_lua,Lua.org,https://www.lua.org/manual/5.4/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_perl_core,Perl Official Documentation,programming_perl,Perl,https://perldoc.perl.org/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_bash_core,GNU Bash Reference Manual,programming_shell,GNU Project,https://www.gnu.org/software/bash/manual/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_powershell_core,PowerShell Official Documentation,programming_powershell,Microsoft,https://learn.microsoft.com/en-us/powershell/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_groovy_core,Apache Groovy Documentation,programming_groovy,Apache Software Foundation,https://groovy-lang.org/documentation.html,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_c_cpp_gcc,GCC Official Manuals for C and C++,programming_c_cpp,GNU Project,https://gcc.gnu.org/onlinedocs/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P1
prog_c_cpp_llvm,LLVM Official Documentation,programming_c_cpp,LLVM Project,https://llvm.org/docs/,C_PUBLIC_LOCAL_INGEST,OPEN_PUBLIC,P2
